1,1,121.7,334.3,133.8,58.89999999999998,1,1,1.0
1,2,733.2,265.5,71.69999999999993,39.60000000000002,1,1,1.0
1,3,208.44,250.6,95.75999999999999,40.20000000000002,1,1,1.0
2,1,97.36,337.96,136.3,59.76000000000005,1,1,1.0
2,2,719.4,267.9,72.87,39.60000000000002,1,1,1.0
2,3,208.44,250.73,95.75999999999999,40.16,1,1,1.0
3,1,73.02,341.62,138.8,60.620000000000005,1,1,1.0
3,2,705.6,270.3,74.02999999999997,39.599999999999966,1,1,1.0
3,3,208.44,250.86,95.75999999999999,40.120000000000005,1,1,1.0
4,1,48.68,345.28,141.29999999999998,61.48000000000002,1,1,1.0
4,2,692.6,271.9,74.39999999999998,40.400000000000034,1,1,1.0
4,3,208.44,250.99,95.75999999999999,40.089999999999975,1,1,1.0
5,1,24.34,348.94,143.79999999999998,62.339999999999975,1,1,1.0
5,2,678.53,273.5,75.26999999999998,41.19999999999999,1,1,1.0
5,3,208.44,251.12,95.75999999999999,40.05000000000001,1,1,1.0
6,1,0.0,352.6,146.3,63.19999999999999,1,1,1.0
6,2,664.47,275.1,76.98000000000002,42.0,1,1,1.0
6,3,208.44,251.25,95.75999999999999,40.00999999999999,1,1,1.0
7,1,0.0,358.02,122.18,64.28000000000003,1,1,1.0
7,2,650.4,276.7,78.70000000000005,42.80000000000001,1,1,1.0
7,3,208.44,251.37,95.75999999999999,39.98000000000002,1,1,1.0
8,1,0.0,360.6,98.06,64.29999999999995,1,1,1.0
8,2,635.14,278.6,80.28999999999996,43.15999999999997,1,1,1.0
8,3,208.44,251.5,95.75999999999999,39.94,1,1,1.0
9,1,0.0,366.97,73.94,58.95999999999998,1,1,1.0
9,2,619.88,280.5,81.88999999999999,43.51999999999998,1,1,1.0
9,3,208.44,251.63,95.75999999999999,39.89999999999998,1,1,1.0
10,1,0.0,373.33,49.82,53.64000000000004,1,1,1.0
10,2,604.62,282.4,83.48000000000002,43.879999999999995,1,1,1.0
10,3,208.44,251.76,95.75999999999999,39.870000000000005,1,1,1.0
11,1,0.0,379.7,25.7,48.30000000000001,1,1,1.0
11,2,589.36,284.3,85.84000000000003,44.24000000000001,1,1,1.0
11,3,208.44,251.89,95.75999999999999,39.83000000000004,1,1,1.0
12,2,574.1,285.58,86.10000000000002,45.22000000000003,1,1,1.0
12,3,208.44,252.02,95.75999999999999,39.78999999999999,1,1,1.0
13,2,558.5,288.05,87.13,45.829999999999984,1,1,1.0
13,3,208.44,252.15,95.75999999999999,39.74999999999997,1,1,1.0
14,2,542.9,290.52,88.17000000000007,46.450000000000045,1,1,1.0
14,3,208.44,252.28,95.75999999999999,39.71000000000001,1,1,1.0
15,2,527.3,292.99,89.20000000000005,47.06,1,1,1.0
15,3,208.44,252.41,95.75999999999999,39.66999999999999,1,1,1.0
16,2,510.1,295.46,91.10000000000002,47.670000000000016,1,1,1.0
16,3,208.44,252.54,95.75999999999999,39.640000000000015,1,1,1.0
17,2,492.9,297.93,93.0,48.29000000000002,1,1,1.0
17,3,208.44,252.67,95.75999999999999,39.599999999999994,1,1,1.0
18,2,474.0,300.4,94.70000000000005,48.900000000000034,1,1,1.0
18,3,208.44,252.8,95.75999999999999,39.56,1,1,1.0
19,2,457.13,303.06,97.16999999999996,50.02999999999997,1,1,1.0
19,3,208.44,252.93,95.75999999999999,39.51999999999998,1,1,1.0
20,2,440.27,305.72,95.02999999999997,51.14999999999998,1,1,1.0
20,3,208.44,253.05,95.75999999999999,39.49000000000001,1,1,1.0
21,2,423.4,308.38,100.20000000000005,52.28000000000003,1,1,1.0
21,3,208.44,253.18,95.75999999999999,39.44999999999999,1,1,1.0
22,2,404.95,311.04,103.05000000000001,53.39999999999998,1,1,1.0
22,3,208.44,253.31,95.75999999999999,39.420000000000016,1,1,1.0
23,2,386.5,313.7,105.89999999999998,54.53000000000003,1,1,1.0
23,3,208.44,253.44,95.75999999999999,39.379999999999995,1,1,1.0
24,2,367.03,317.46,107.57000000000005,54.55000000000001,1,1,1.0
24,3,208.44,253.57,95.75999999999999,39.34000000000003,1,1,1.0
25,2,349.2,320.3,107.5,55.5,1,1,1.0
25,3,208.44,253.7,95.75999999999999,39.30000000000001,1,1,1.0
26,2,328.5,323.67,109.86000000000001,56.51999999999998,1,1,1.0
26,3,208.44,253.65,95.75999999999999,39.349999999999994,1,1,1.0
27,2,307.8,327.04,112.21999999999997,57.549999999999955,1,1,1.0
27,3,208.44,253.59,95.75999999999999,39.41,1,1,1.0
28,2,286.43,330.41,115.88,58.56999999999999,1,1,1.0
28,3,208.44,253.54,95.75999999999999,39.46000000000001,1,1,1.0
29,2,265.07,333.79,119.54000000000002,59.589999999999975,1,1,1.0
29,3,208.44,253.48,95.75999999999999,39.52000000000001,1,1,1.0
30,2,243.7,337.16,123.19999999999999,60.60999999999996,1,1,1.0
30,3,208.44,253.43,95.75999999999999,39.56999999999999,1,1,1.0
31,2,222.6,340.53,124.29999999999998,61.64000000000004,1,1,1.0
31,3,208.44,253.38,95.75999999999999,39.620000000000005,1,1,1.0
32,2,201.5,343.9,125.39999999999998,62.660000000000025,1,1,1.0
32,3,208.44,253.32,95.75999999999999,39.68000000000001,1,1,1.0
33,2,175.88,347.5,130.12,64.88,1,1,1.0
33,3,208.44,253.27,95.75999999999999,39.72999999999999,1,1,1.0
34,2,150.26,350.6,134.84000000000003,67.60999999999996,1,1,1.0
34,3,208.44,253.22,95.75999999999999,39.78,1,1,1.0
35,2,124.64,355.42,139.56,68.60999999999996,1,1,1.0
35,3,208.44,253.16,95.75999999999999,39.84,1,1,1.0
36,2,99.02,360.23,144.28000000000003,69.62,1,1,1.0
36,3,208.44,253.11,95.75999999999999,39.889999999999986,1,1,1.0
37,2,73.4,364.32,149.79999999999998,71.36000000000001,1,1,1.0
37,3,208.44,253.05,95.75999999999999,39.94999999999999,1,1,1.0
38,2,46.4,368.4,152.79999999999998,73.10000000000002,1,1,1.0
38,3,208.44,253.0,95.75999999999999,40.0,1,1,1.0
39,2,17.2,373.12,155.9,74.88,1,1,1.0
39,3,208.44,252.95,95.75999999999999,40.05000000000001,1,1,1.0
40,2,0.0,377.85,150.67,76.64999999999998,1,1,1.0
40,3,208.44,252.89,95.75999999999999,40.110000000000014,1,1,1.0
41,2,0.0,382.58,126.6,77.02000000000004,1,1,1.0
41,3,208.44,252.84,95.75999999999999,40.16,1,1,1.0
42,2,0.0,387.3,100.0,79.89999999999998,1,1,1.0
42,3,208.44,252.78,95.75999999999999,40.22,1,1,1.0
43,2,0.0,395.2,74.23,66.80000000000001,1,1,1.0
43,3,208.44,252.73,95.75999999999999,40.27000000000001,1,1,1.0
44,2,0.0,406.9,48.47,57.400000000000034,1,1,1.0
44,3,208.44,252.68,95.75999999999999,40.31999999999999,1,1,1.0
45,2,0.0,416.7,22.7,50.5,1,1,1.0
45,3,208.44,252.62,95.75999999999999,40.379999999999995,1,1,1.0
46,3,208.44,252.57,95.75999999999999,40.43000000000001,1,1,1.0
47,3,208.44,252.52,95.75999999999999,40.47999999999999,1,1,1.0
48,3,208.44,252.46,95.75999999999999,40.53999999999999,1,1,1.0
49,3,208.44,252.41,95.75999999999999,40.59,1,1,1.0
50,3,208.44,252.35,95.75999999999999,40.650000000000006,1,1,1.0
51,3,208.44,252.3,95.75999999999999,40.69999999999999,1,1,1.0
52,3,208.44,252.46,95.69,40.66999999999999,1,1,1.0
52,4,946.8,227.0,13.200000000000045,52.80000000000001,1,1,1.0
