1,1,54.1,60.8,120.9,59.0,1,1,1.0
1,2,0.0,13.6,18.3,31.0,1,1,1.0
1,3,313.8,0.53,396.2,112.97,1,1,1.0
1,4,93.6,0.0,225.27,63.4,1,1,1.0
2,1,37.15,58.02,117.72999999999999,57.93,1,1,1.0
2,2,0.0,13.6,10.9,31.0,1,1,1.0
2,3,312.94,0.53,396.36999999999995,112.82,1,1,1.0
2,4,93.6,0.0,224.88000000000002,63.4,1,1,1.0
3,1,20.2,55.25,114.55,56.849999999999994,1,1,1.0
3,2,0.0,13.6,2.9,31.0,1,1,1.0
3,3,312.08,0.53,396.54,112.67,1,1,1.0
3,4,93.6,0.0,224.50000000000003,63.4,1,1,1.0
4,1,4.1,52.47,110.52000000000001,57.53,1,1,1.0
4,3,311.21,0.53,396.71999999999997,112.52,1,1,1.0
4,4,93.6,0.0,224.10999999999999,63.4,1,1,1.0
5,1,0.0,49.7,94.5,55.2,1,1,1.0
5,3,310.35,0.53,396.89,112.37,1,1,1.0
5,4,93.6,0.0,223.73,63.4,1,1,1.0
6,1,0.0,48.0,76.2,51.31999999999999,1,1,1.0
6,3,309.49,0.53,397.05999999999995,112.22,1,1,1.0
6,4,93.6,0.0,223.34,63.4,1,1,1.0
7,1,0.0,45.0,60.05,48.739999999999995,1,1,1.0
7,3,308.63,0.53,397.23,112.07,1,1,1.0
7,4,93.6,0.0,222.96,63.4,1,1,1.0
8,1,0.0,43.1,41.8,45.059999999999995,1,1,1.0
8,3,307.76,0.53,397.40999999999997,111.92,1,1,1.0
8,4,93.6,0.0,222.57000000000002,63.4,1,1,1.0
9,1,0.0,44.3,26.7,38.28,1,1,1.0
9,3,306.9,0.53,397.58000000000004,111.77,1,1,1.0
9,4,93.6,0.0,222.19000000000003,63.4,1,1,1.0
10,1,0.0,49.7,11.6,27.299999999999997,1,1,1.0
10,5,916.77,191.84,43.23000000000002,79.91999999999999,1,1,1.0
10,3,307.7,0.53,396.09,111.62,1,1,1.0
10,4,93.6,0.0,221.79999999999998,63.4,1,1,1.0
11,1,0.0,49.7,11.6,27.299999999999997,1,1,1.0
11,5,871.42,181.68,88.58000000000004,89.57,1,1,1.0
11,3,308.5,0.53,394.6,111.47,1,1,1.0
11,4,93.6,0.0,221.79999999999998,63.4,1,1,1.0
12,5,826.06,171.52,133.94000000000005,99.21000000000001,1,1,1.0
12,3,308.47,0.53,394.63,111.42,1,1,1.0
